vi_wseg,labels
Hôm_nay chị đi chợ bán củi .,Usual
"Mùa phát rẫy đã đến , hôm_nay mợ Ba đi xuống chợ mua thêm một cái kéo .",Usual
Buổi chiều mới đan được mười cái .,Usual
xây_dựng khối đại_đoàn_kết toàn dân_tộc,Social
"Ngày hôm_kia , Yôl thường thả cá ở bãi có gần hồ , rồi đi lấy củi .",Usual
Hôm_qua mẹ đan được 6 cái .,Usual
"Tổ_chức các ngày phim , đợt phim về Văn_hoá các dân_tộc Việt_Nam .",Social
"Bón bổ_sung phân_bón tổng_hợp NPK bón_lót sau khi thu_hoạch quả và phân_bón tổng_hợp NPK bón_thúc trong giai_đoạn ra hoa , đậu quả và giai_đoạn quả lớn",Science
Hôm_qua má đan được 1 cái .,Usual
Cháu giúp bác chẻ lạt đi .,Usual
"Ở ngoài sân , bác Yôl đang nói_chuyện với 1 người lạ .",Usual
Nhà Yôl có một con trâu .,Usual
"Buổi chiều , tớ đang đi học lớp mười ở trường làng .",Usual
Điều 4 . Hỗ_trợ di_dời,Politics
Đối_với các hộ còn lại : hỗ_trợ 50% giá giống cây_trồng cạn .,Social
"Ngoài_ra trên cơ_sở diện_tích đất theo quy_hoạch được duyệt , trong khuôn_viên của các trường với tổng diện_tích đất khoảng 5,62 ha",Social
Cơ_quan tham_mưu thực_hiện : Sở Tư_pháp .,Politics
"Thông_qua các hoạt_động chuyển_giao khoa_học , kỹ_thuật đã giúp cho nông_dân nâng cao được kiến_thức , trình_độ về khoa_học công_nghệ mới ứng_dụng trong trồng_trọt , chăn_nuôi đạt hiệu_quả cao góp_phần tăng năng_suất , chất_lượng sản_phẩm và xây_dựng thương_hiệu cho sản_phẩm , góp_phần đáng_kể vào tăng_trưởng kinh_tế của huyện nhà",Social
"Nhóm cùng sở_thích sản_xuất rau_an_toàn đã xây_dựng quy_chế hoạt_động , bầu Ban điều_hành , nhóm trưởng để triển_khai thực_hiện các công_việc của nhóm",Social
Giá_trị kim_ngạch xuất_khẩu hải_sản đạt khoảng 250 triệu USD .,Social
Vì sao lại hay cháy vào tháng ba và tháng tư ?,Usual
Hôm_qua má đan được 3 cái .,Usual
Anh_trai đang đan sáu cái nữa .,Usual
"Sáng sớm , bố_mẹ cho Yôl đi theo lên rẫy .",Usual
Trong quá_trình triển_khai thực_hiện kế_hoạch phát_triển nhà ở sinh_viên trên địa_bàn tỉnh .,Politics
"Phối_hợp với Bộ Nông_nghiệp và Phát_triển nông_thôn xây_dựng cơ_chế , chính_sách triển_khai thực_hiện Chương_trình .",Politics
"Điều 3 . Chánh Văn_phòng UBND tỉnh , Giám_đốc các Sở : Nông_nghiệp và PTNT , Y_tế , Công_Thương , Tài_chính , Chủ_tịch UBND các huyện , thị_xã , thành_phố và Thủ_trưởng các sở , ngành , đơn_vị liên_quan chịu trách_nhiệm thi_hành Quyết_định này kể từ ngày ký . / .",Politics
"Nhà_rông là nơi diễn ra các lễ_hội , là nơi tiếp_đón khách , là nơi hội_họp của dân_làng , cũng là nơi để thanh_niên nam_nữ đến gặp_gỡ , tỏ_tình và kết_duyên vợ_chồng .",Social
"Bên cạnh đó , trong nhiệm_kỳ qua , Vĩnh_Hiệp cũng chú_trọng công_tác đầu_tư xây_dựng_cơ_bản",Social
"Căn_cứ Quyết_định số 3408 / QĐ-BNN-QLCL ngày 20 tháng 12 năm 2010 của Bộ Nông_nghiệp và Phát_triển nông_thôn về việc phân_công tổ_chức thực_hiện nhiệm_vụ kiểm_tra , giám_sát chất_lượng vật_tư nông_nghiệp và an_toàn thực_phẩm nông_lâm thuỷ_sản thuộc phạm_vi quản_lý của Bộ Nông_nghiệp và Phát_triển nông_thôn ;",Politics
3 cái này để đựng thóc và bắp .,Usual
Riêng trong năm 2018 có 71 người với số tiền hỗ_trợ 142 triệu đồng . Định_mức hỗ_trợ 2 triệu đồng / người .,Social
"Hưởng_ứng , tạo điều_kiện cho học_sinh , sinh_viên các trường trung_học_phổ_thông , trung_tâm giáo_dục thường_xuyên , cơ_sở giáo_dục nghề_nghiệp",Social
"Ngoài_ra , Chi_bộ cũng đã chỉ_đạo các hội_đoàn_thể trong làng vận_động nhân_dân tham_gia thực_hiện chương_trình xây_dựng nông_thôn mới ở địa_phương và các phong_trào hoạt_động khác",Social
Nông_dân tham_gia được hỗ_trợ 70% cá giống và thức_ăn,Social
Một ngày anh cho gà ăn hai lần .,Usual
Hôm kỉa thím đi chợ bán củi .,Usual
"Thủ_trưởng các sở , ban , ngành liên_quan ;",Politics
"Sau khi lập hồ_sơ đề_nghị hỗ_trợ , chủ tàu cá nộp hồ_sơ tại Trạm BVNL thuỷ_sản huyện trực_thuộc Chi_cục Khai_thác và Bảo_vệ nguồn lợi Thuỷ_sản",Politics
"Phương_pháp điều_tra , khảo_sát và thu_thập số_liệu",Social
"Cơ_quan quản_lý_nhà_nước chưa kiên_quyết xử_lý việc sử_dụng , sang_nhượng , mua_bán , lấn_chiếm trái_phép đất lâm_nghiệp , nhất_là đối_với đối_tượng là người đồng_bào dân_tộc_thiểu_số .",Social
"Năm 2019 , Hội phụ_nữ cơ_sở cũng đã phát_triển thêm 182 hội_viên mới , nâng tổng_số hội_viên toàn huyện lên 6.097 hội_viên .",Social
"Tập_trung tuyên_truyền kết_quả , nội_dung nghị_quyết Đại_hội XVIII Đảng_bộ huyện , phản_ánh tình_cảm của cán_bộ , đảng_viên và nhân_dân trong huyện , người Vĩnh_Thạnh ở ngoài huyện đối_với kết_quả đại_hội đảng_bộ các cấp trong huyện .",Social
Trẻ_em trong độ tuổi từ 3 đến 5 tuổi đang theo học mẫu_giáo tại các cơ_sở giáo_dục mầm_non được quyết_định thành_lập,Social
"Phát_hành giấy mời đại_biểu , xác_thực danh_sách các đoàn trong nước và quốc_tế tham_dự Liên_hoan .",Politics
"Khi đó , Yôl cùng mẹ sang thăm .",Usual
"Việc hỗ_trợ cồng_chiêng cho các Trường_học đồng_bào DTTS trong huyện , là chương_trình mang nhiều ý_nghĩa thiết_thực , thể_hiện sự quan_tâm của Đảng , nhà_nước đối_với việc bảo_tồn và phát_huy các giá_trị văn_hoá truyền_thống của đồng_bào DTTS trên địa_bàn huyện .",Social
"Thời_gian qua , cuộc vận_động "" Toàn dân đoàn_kết xây_dựng đời_sống văn_hoá , đô_thị văn_minh "" gắn với phong_trào "" Toàn dân đoàn_kết xây_dựng đời_sống văn_hoá "" đã tạo sự chuyển_biến mạnh_mẽ về nhận_thức và hành_động trong các tầng_lớp nhân_dân , trở_thành hoạt_động đều khắp ở cơ_sở ; thông_qua 5 nội_dung của cuộc vận_động , Mặt_trận và các hội , đoàn_thể đã phát_động phong_trào thi_đua phát_triển kinh_tế , thực hiệ chủ_trương chuyển_đổi mùa_vụ , chuyển_đổi giống cây_trồng , vật_nuôi cho năng_suất cao ; xây_dựng các mô_hình nuôi cá lồng bè , bò lai , heo hướng nạc , mô_hình cánh đồng mẫu lớn , chuối_tiêu hồng , bí_đỏ , ớt … phát_triển kinh_tế trang_trại , gia trại đem lại hiệu_quả cao",Social
"Bên cạnh công_tác tuyên_truyền , vận_động đồng_bào ở các Làng kết_nghĩa giữ vững an_ninh chính_trị , trật_tự an_toàn xã_hội",Social
Hôm kỉa chị_gái đi chợ bán củi .,Usual
"Nhìn_chung công_tác hỗ_trợ nhà ở cho đối_tượng chính_sách người có công với nước trên địa_bàn huyện thực_hiện đảm_bảo , các đối_tượng được hỗ_trợ nhà ở có nơi ở , sinh_hoạt đảm_bảo phấn_khởi",Social
"Về việc quy_định việc thẩm_định , chứng_nhận cơ_sở sản_xuất , kinh_doanh thực_phẩm nông_lâm thuỷ_sản đủ điều_kiện an_toàn thực_phẩm .",Politics
"Diện_tích nuôi tôm chân trắng đạt 950 ha , tôm_sú 1.100 ha , nuôi nhuyễn_thể đạt 105 ha .",Science
"Thời_gian gần đây nhờ từng bước tiếp_cận được kỹ_thuật chăm_sóc , hình_thức lồng nuôi công_nghệ mới , chi_phí_sản_xuất thấp , cho thu_nhập ổn_định nên nghề nuôi cá lồng trên hồ thuỷ lợi Định_Bình phát_triển mạnh",Social
"UBND cấp huyện , các sở , ban , ngành triển_khai thực_hiện ý_kiến kết_luận của Phó Chủ_tịch UBND tỉnh Trần_Châu tại các Thông_báo số 22 / TB-UBND ngày 18/02/2020 ; số 23 / TB-UBND ngày 19/02/2020 về các giải_pháp phòng_chống hạn trên địa_bàn tỉnh .",Politics
Vay từ Quỹ phát_triển nhà ở của tỉnh và các nguồn vốn vay ưu_đãi khác ( nếu có ) ;,Politics
Kiểm_tra toàn_bộ các chương_trình của Liên_hoan .,Social
Sản_lượng nuôi_trồng thuỷ hải_sản ( nước_lợ và nước_mặn ) đạt 23.000 tấn / năm,Social
